  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    6.2085807025E-120  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.2130926476E-108  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.3366176551E-74  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  3.2698923520E-51    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    8.8004120651E-49  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.9851475104E-57  
  1.0000000000E-100    1.0000000000E-100  
  4.4881025480E-41    4.1852641518E-52  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    5.3830568759E-44  
  1.0188192126E-36    1.0000000000E-100  
  2.8293515467E-34    6.0264856924E-34  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.0000000000E-100  
  1.0000000000E-100    1.5883197932E-33  
  1.0000000000E-100    2.4444316382E-29  
  1.0000000000E-100    5.7098902988E-30  
  1.0000000000E-100    1.0000000000E-100  
  2.1975992899E-26    2.4482419201E-26  
  6.6166784910E-25    8.5319403566E-25  
  1.9149960204E-23    2.4319616610E-23  
  4.7965600019E-22    5.9225374963E-22  
  1.0141583061E-20    1.2326799026E-20  
  1.8564637573E-19    2.2263080784E-19  
  2.9730318863E-18    3.5334145887E-18  
  4.2021841827E-17    4.9449085503E-17  
  5.2710987090E-16    6.1477786540E-16  
  5.9059218032E-15    6.8245461320E-15  
  5.9409445171E-14    6.8013476078E-14  
  5.3916591497E-13    6.1149696913E-13  
  4.4353115724E-12    4.9831525356E-12  
  3.3219555882E-11    3.6970851794E-11  
  2.2749855442E-10    2.5078932070E-10  
  1.4303492936E-09    1.5617699817E-09  
  8.2883305279E-09    8.9633021557E-09  
  4.4428313741E-08    4.7584982752E-08  
  2.2108209275E-07    2.3450809000E-07  
  1.0247351454E-06    1.0764583897E-06  
  4.4384433662E-06    4.6172900977E-06  
  1.8019539174E-05    1.8563637226E-05  
  6.8773757008E-05    7.0161658179E-05  
  2.4744682496E-04    2.4998527651E-04  
  8.4154925415E-04    8.4191544803E-04  
  2.7121960399E-03    2.6870194604E-03  
  8.3034986471E-03    8.1466640640E-03  
  2.4205037568E-02    2.3518285926E-02  
  6.7330941963E-02    6.4790685474E-02  
  1.7910313809E-01    1.7069499450E-01  
  4.5650346174E-01    4.3093185046E-01  
  1.1170418851E+00    1.0445139116E+00  
  2.6288906979E+00    2.4352169520E+00  
  5.9608636250E+00    5.4706926680E+00  
  1.3043664217E+01    1.1861968082E+01  
  2.7588608145E+01    2.4864296868E+01  
  5.6487582135E+01    5.0461948064E+01  
  1.1212208071E+02    9.9300914112E+01  
  2.1604107153E+02    1.8973517748E+02  
  4.0462435635E+02    3.5247156741E+02  
  7.3752135776E+02    6.3742882607E+02  
  1.3098291088E+03    1.1235571087E+03  
  2.2691244213E+03    1.9324789189E+03  
  3.8385641342E+03    3.2468917793E+03  
  6.3472807353E+03    5.3346950121E+03  
  1.0269196226E+04    8.5797467007E+03  
  1.6271129422E+04    1.3520004770E+04  
  2.5270669056E+04    2.0893548076E+04  
