  4.7460478473E-12    3.6713052137E-11  
  4.5490931352E-12    3.4881606141E-11  
  4.3600159776E-12    3.3127124603E-11  
  4.1785399857E-12    3.1447773444E-11  
  4.0043954195E-12    2.9841645783E-11  
  3.8373196015E-12    2.8306772640E-11  
  3.6770573193E-12    2.6841133694E-11  
  3.5233610779E-12    2.5442667720E-11  
  3.3759910951E-12    2.4109282359E-11  
  3.2347150405E-12    2.2838863094E-11  
  3.0993076272E-12    2.1629281556E-11  
  2.9695502475E-12    2.0478403647E-11  
  2.8452307592E-12    1.9384097372E-11  
  2.7261434640E-12    1.8344240457E-11  
  2.6120892365E-12    1.7356727911E-11  
  2.5028756243E-12    1.6419478839E-11  
  2.3983168201E-12    1.5530442414E-11  
  2.2982334795E-12    1.4687603011E-11  
  2.2024524146E-12    1.3888984432E-11  
  2.1108062609E-12    1.3132653501E-11  
  2.0231331950E-12    1.2416723154E-11  
  1.9392767526E-12    1.1739355201E-11  
  1.8590857479E-12    1.1098762780E-11  
  1.7824142601E-12    1.0493212494E-11  
  1.7091216262E-12    9.9210261087E-12  
  1.6390723815E-12    9.3805817305E-12  
  1.5721360986E-12    8.8703143242E-12  
  1.5081871600E-12    8.3887158508E-12  
  1.4471044661E-12    7.9343348575E-12  
  1.3887711726E-12    7.5057759323E-12  
  1.3330744854E-12    7.1016990170E-12  
  1.2799055323E-12    6.7208186661E-12  
  1.2291592898E-12    6.3619032485E-12  
  1.1807345183E-12    6.0237739940E-12  
  1.1345336805E-12    5.7053039359E-12  
  1.0904628065E-12    5.4054165899E-12  
  1.0484313281E-12    5.1230845254E-12  
  1.0083518943E-12    4.8573278058E-12  
  9.7014019095E-13    4.6072123696E-12  
  9.3371478642E-13    4.3718484284E-12  
  8.9899700570E-13    4.1503888808E-12  
  8.6591083270E-13    3.9420277771E-12  
  8.3438283057E-13    3.7459988133E-12  
  8.0434206876E-13    3.5615738436E-12  
  7.7572004632E-13    3.3880613964E-12  
  7.4845060523E-13    3.2248051853E-12  
  7.2246983325E-13    3.0711826239E-12  
  6.9771596132E-13    2.9266033588E-12  
  6.7412926324E-13    2.7905078453E-12  
  6.5165196622E-13    2.6623659850E-12  
  6.3022817760E-13    2.5416758379E-12  
  6.0980383066E-13    2.4279624202E-12  
  5.9032664769E-13    2.3207765785E-12  
  5.7174611679E-13    2.2196939397E-12  
  5.5401347828E-13    2.1243139226E-12  
  5.3708171676E-13    2.0342588069E-12  
  5.2090555648E-13    1.9491728462E-12  
  5.0544145905E-13    1.8687214246E-12  
  4.9064762335E-13    1.7925902467E-12  
  4.7648398757E-13    1.7204845595E-12  
  4.6291223354E-13    1.6521283975E-12  
  4.4989579260E-13    1.5872638490E-12  
  4.3739985181E-13    1.5256503340E-12  
  4.2539135883E-13    1.4670638891E-12  
  4.1383902348E-13    1.4112964532E-12  
  4.0271331384E-13    1.3581551486E-12  
  3.9198644512E-13    1.3074615535E-12  
  3.8163235938E-13    1.2590509646E-12  
  3.7162669523E-13    1.2127716480E-12  
  3.6194674652E-13    1.1684840814E-12  
  3.5257141001E-13    1.1260601897E-12  
  3.4348112232E-13    1.0853825789E-12  
  3.3465778709E-13    1.0463437758E-12  
  3.2608469344E-13    1.0088454768E-12  
  3.1774642769E-13    9.7279781733E-13  
  3.0962878037E-13    9.3811866733E-13  
  3.0171865178E-13    9.0473296484E-13  
  2.9400396167E-13    8.7257210594E-13  
  2.8647357308E-13    8.4157342454E-13  
  2.7911725062E-13    8.1167982857E-13  
  2.7192568957E-13    7.8283971124E-13  
  2.6489066343E-13    7.5500728458E-13  
  2.5805331421E-13    7.2831489345E-13  
  2.5137879391E-13    7.0261985273E-13  
  2.4481812487E-13    6.7773666303E-13  
  2.3836664586E-13    6.5364108178E-13  
  2.3201962176E-13    6.3030951993E-13  
  2.2577225918E-13    6.0771902143E-13  
  2.1961973468E-13    5.8584724216E-13  
  2.1355723756E-13    5.6467242937E-13  
  2.0758002874E-13    5.4417340260E-13  
  2.0168351662E-13    5.2432953764E-13  
  1.9586334943E-13    5.0512075460E-13  
  1.9011552246E-13    4.8652751185E-13  
  1.8443649692E-13    4.6853080661E-13  
  1.7882332532E-13    4.5111218338E-13  
  1.7327377708E-13    4.3425375060E-13  
  1.6778645656E-13    4.1793820533E-13  
  1.6236090511E-13    4.0214886537E-13  
  1.5699767873E-13    3.8686970732E-13  
